SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn
OSER1	0	1	0	1
OSGIN1	0	1	0	1
OTOA	0	1	0	1
OTOF	0	1	0	1
OTOGL	0	0	1	0
OTOP2	1	0	0	1
OTUD7B	1	1	0	2
OVGP1	0	1	0	1
OVOL1	0	1	0	1
OXR1	1	0	1	1
OXSM	0	1	0	1
P2RX1	0	1	0	1
PABPC4L	0	1	0	1
PACS1	0	3	0	3
PAF1	0	1	0	1
PAFAH1B2	0	1	0	1
PAFAH1B3	0	1	0	1
PAGE1	0	1	0	1
PAIP1	0	0	1	0
PAK3	0	1	0	1
PAK6	1	0	0	1
PAN3	0	0	1	0
PANK4	0	0	0	0
PAPLN	0	1	0	1
PAPPA2	0	1	0	1
PAPSS1	0	1	0	1
PAPSS2	0	0	1	0
PARP1	0	0	1	0
PARVB	1	0	0	1
PAX4	0	1	0	1
PAXIP1	0	0	0	0
PBX1	0	1	0	1
PCBP2	1	0	0	1
PCBP3	1	0	0	1
PCDH1	0	1	0	1
PCDH10	0	0	1	0
PCDH15	0	1	2	1
PCDH7	0	1	0	1
PCDHA10	0	1	0	1
PCDHA12	1	0	0	1
PCDHA3	0	1	0	1
PCDHA6	0	1	0	1
PCDHA7	0	0	1	0
PCDHAC2	0	0	1	0
PCDHB1	0	1	0	1
PCDHB8	0	0	2	0
PCDHGA11	0	1	0	1
PCDHGA12	0	1	1	1
PCDHGA2	0	1	0	1
PCDHGA3	0	1	0	1
PCDP1	0	1	0	1
PCGF5	0	0	1	0
PCLO	0	1	2	1
PCM1	0	1	0	1
PCNT	0	1	0	1
PCNXL2	1	1	0	2
PCOLCE	0	1	0	1
PCOLCE2	0	1	0	1
PCSK5	1	1	0	2
PDCD11	0	0	1	0
PDCD1LG2	0	1	0	1
PDCL	0	1	0	1
PDE11A	1	1	0	2
PDE3B	0	2	0	2
PDE4DIP	0	0	0	0
PDE6B	1	0	0	1
PDE8B	0	0	1	0
PDGFRB	0	1	0	1
PDILT	1	0	0	1
PDK1	0	0	1	0
PDK2	0	0	1	0
PDLIM4	0	1	0	1
PDPN	0	0	1	0
PDS5B	0	1	0	1
PDZD3	0	0	1	0
PDZRN4	0	1	0	1
PEG3	0	1	0	1
PELO	0	1	0	1
PER1	0	0	1	0
PER2	0	1	0	1
PER3	0	2	0	2
PES1	0	1	0	1
PEX1	0	1	1	1
PEX2	0	1	0	1
PFAS	1	0	0	1
PFDN2	0	1	0	1
PFKM	0	2	0	2
PFKP	0	2	0	2
PGBD4	1	0	0	1
PGM2	1	0	0	1
PHACTR1	0	2	0	2
PHAX	0	1	0	1
PHEX	1	0	0	1
PHF1	0	0	1	0
PHF10	1	0	0	1
PHF11	0	1	0	1
PHF2	0	1	0	1
PHF20	0	1	0	1
PHF20L1	0	1	0	1
PHF21B	0	1	0	1
PHF6	1	0	0	1
PHF8	0	0	1	0
PHIP	1	2	0	3
PHKG1	0	0	1	0
PHKG2	0	0	1	0
PHLDB1	0	0	0	0
PHLDB2	1	0	0	1
PHPT1	1	1	0	2
PHRF1	1	2	1	3
PHYHIP	0	1	0	1
PHYHIPL	0	1	0	1
PI4KA	0	2	0	2
PI4KB	0	1	0	1
PIAS1	0	1	0	1
PIAS3	0	1	0	1
PIAS4	0	1	0	1
PIDD	0	1	0	1
PIEZO1	0	2	1	2
PIGM	0	1	0	1
PIGQ	0	1	0	1
PIGS	0	1	0	1
PIK3C2G	1	1	1	2
PIK3CD	0	2	0	2
PIK3R2	0	1	0	1
PIK3R3	0	0	1	0
PIK3R5	0	1	0	1
PITPNM2	0	1	0	1
PITX2	0	1	0	1
PIWIL1	1	0	0	1
PKD1	1	0	0	1
PKD1L1	0	0	1	0
PKHD1	0	3	0	3
PKN2	0	1	0	1
PKN3	0	1	0	1
PKP2	0	1	0	1
PKP4	0	0	1	0
PLA2R1	0	0	2	0
PLBD2	0	1	0	1
PLCB3	0	1	0	1
PLCD1	0	1	0	1
PLCL1	0	1	0	1
PLCL2	0	0	1	0
PLCXD1	0	1	0	1
PLCZ1	1	0	0	1
PLD2	0	2	0	2
PLD3	0	1	0	1
PLEC	0	1	3	1
PLEKHA3	0	1	0	1
PLEKHA5	0	1	0	1
PLEKHA7	0	0	1	0
PLEKHB2	1	0	0	1
PLEKHG2	0	1	0	1
PLEKHG3	0	0	1	0
PLEKHG4B	0	0	1	0
PLEKHM1	0	0	1	0
PLEKHM3	0	1	0	1
PLEKHO2	0	1	0	1
PLEKHS1	0	1	0	1
PLS1	0	1	0	1
PLVAP	0	0	1	0
PLXDC2	1	0	0	1
PLXNA1	0	3	0	3
PLXNA2	1	0	0	1
PLXNA3	0	1	1	1
PLXNA4	0	0	1	0
PLXNB1	0	1	0	1
PLXNB3	0	0	1	0
PLXNC1	1	1	0	2
PLXND1	0	2	0	2
PMS2	0	1	0	1
PNLIPRP2	1	0	0	1
PNPLA3	0	1	0	1
PODXL	0	1	0	1
POGZ	2	1	0	3
POLA2	0	1	0	1
POLE	1	2	0	3
POLL	0	1	0	1
POLQ	1	1	0	2
POLR2A	0	1	0	1
POLR2F	0	0	1	0
POLR2M	0	1	0	1
POLR3A	0	1	0	1
POLR3C	0	1	0	1
POLRMT	0	1	0	1
POMGNT1	0	0	1	0
POMP	0	1	0	1
POR	0	0	0	0
PORCN	0	0	0	0
POU3F1	0	1	0	1
POU3F3	0	1	0	1
PPAP2A	0	1	0	1
PPARA	0	1	0	1
PPFIA2	0	0	1	0
PPFIA3	0	1	0	1
PPFIBP2	0	1	0	1
PPIB	0	1	0	1
PPIG	0	1	0	1
PPIH	0	0	1	0
PPIL1	0	1	0	1
PPIL2	0	1	0	1
PPIP5K1	0	1	0	1
PPL	1	1	0	2
PPM1M	0	0	0	0
PPP1CB	0	2	0	2
PPP1R12A	0	1	0	1
PPP1R13B	0	1	1	1
PPP1R16A	0	0	1	0
PPP1R3A	0	1	0	1
PPP1R3C	0	1	0	1
PPP1R7	0	1	0	1
PPP2R2C	0	1	0	1
PPP2R3A	0	0	1	0
PPP4C	0	1	0	1
PPP6R1	0	1	0	1
PPRC1	0	0	1	0
PPT1	0	1	0	1
PPWD1	0	1	0	1
PQBP1	0	1	0	1
PRCP	1	0	0	1
PRDM1	0	2	1	2
PRDM15	0	0	1	0
PRDM6	1	0	0	1
PREP	0	1	0	1
PREX2	0	2	0	2
PRG4	1	0	0	1
PRICKLE3	0	1	0	1
PRIM2	0	0	1	0
PRKAA2	1	0	0	1
PRKACB	1	0	0	1
PRKAR1A	0	1	0	1
PRKAR2B	0	0	1	0
PRKCH	0	2	0	2
PRKCSH	0	0	1	0
PRKD1	0	4	0	4
PRKD3	0	1	0	1
PRKDC	0	1	0	1
PRKG1	0	2	0	2
PRKG2	0	0	1	0
PRMT1	0	0	1	0
PRMT6	0	1	0	1
PRMT8	0	1	0	1
PROCA1	0	1	0	1
PRODH	0	0	1	0
PRPF3	0	0	1	0
PRPF38A	1	0	0	1
PRPF4	0	1	0	1
PRPF4B	0	1	0	1
PRPF8	0	2	0	2
PRPS2	0	1	0	1
PRR14L	0	1	0	1
PRR5L	0	0	1	0
PRRC2A	0	1	0	1
PRRC2B	2	0	0	2
PRRG4	0	1	0	1
PRSS27	0	0	1	0
PSAT1	0	1	0	1
PSEN2	0	0	1	0
PSG2	0	0	1	0
PSMB1	0	0	1	0
PSMC1	0	1	0	1
PSMC3IP	0	0	1	0
PSMC4	0	1	0	1
PSMD1	0	0	1	0
PSMD12	1	0	0	1
PSMD6	0	1	0	1
PSMD8	0	1	0	1
PSME1	0	1	0	1
PSMG3	0	0	1	0
PSPC1	0	1	0	1
PSTPIP2	0	2	0	2
PTAR1	0	1	0	1
PTBP1	0	1	0	1
PTCD3	0	1	0	1
PTCH1	0	1	0	1
PTCHD2	0	1	0	1
PTEN	2	0	0	2
PTGFRN	0	1	0	1
PTGIR	0	0	1	0
PTK7	0	0	1	0
PTPN11	0	19	0	19
PTPN13	0	1	0	1
PTPN3	0	1	0	1
PTPN5	0	0	0	0
PTPRB	0	1	1	1
PTPRD	0	0	1	0
PTPRH	0	1	0	1
PTPRM	0	1	0	1
PTPRO	1	0	0	1
PTPRQ	0	1	0	1
PTPRS	0	1	0	1
PTPRT	0	1	0	1
PTPRU	0	0	0	0
PTPRZ1	0	1	0	1
PUF60	1	1	0	2
PUM1	0	1	0	1
PUM2	0	1	0	1
PURA	0	1	0	1
PUS1	0	0	1	0
PVALB	0	1	0	1
PXDN	0	0	1	0
PXT1	1	0	0	1
PYGB	0	0	1	0
PYGL	0	3	0	3
PZP	0	1	0	1
QARS	0	0	1	0
QPRT	0	1	0	1
QRICH1	0	1	0	1
QTRT1	0	1	0	1
RAB10	0	1	0	1
RAB11FIP4	0	1	0	1
RAB2B	0	1	0	1
RAB3GAP1	1	1	0	2
RAB3GAP2	0	0	1	0
RAB6B	0	1	0	1
RAB8A	0	1	0	1
RABGAP1L	1	1	0	2
RABGEF1	0	0	1	0
RAC1	0	2	0	2
RACGAP1	0	2	0	2
RAD17	0	0	1	0
RAD9A	0	2	0	2
RADIL	0	0	0	0
RAF1	0	3	0	3
RAG1	0	0	1	0
RALBP1	0	0	1	0
RALGDS	0	0	1	0
RANBP2	0	1	0	1
RANBP6	0	1	0	1
RANGAP1	0	0	1	0
RAP1GDS1	0	1	0	1
RAPGEF6	0	2	0	2
RAPSN	0	1	0	1
RARRES3	0	0	1	0
RARS2	0	0	1	0
RASA1	0	2	0	2
RASA2	1	1	0	2
RASGRF1	0	1	0	1
RASGRF2	0	2	0	2
RASSF8	0	1	0	1
RASSF9	0	1	0	1
RAVER1	0	1	0	1
RBBP8NL	0	1	0	1
RBFOX2	3	1	0	4
RBM19	0	1	0	1
RBM20	0	0	1	0
RBM25	0	1	0	1
RBM27	0	1	1	1
RBM8A	1	0	0	1
RBMS1	1	0	0	1
RBP1	0	1	0	1
RBPJ	0	1	0	1
RBPJL	0	1	0	1
RBX1	0	1	0	1
RC3H2	0	0	1	0
RCBTB2	0	1	0	1
RCC1	0	1	0	1
RCSD1	0	1	0	1
RD3	0	1	0	1
RDH5	0	1	0	1
RECQL5	0	1	0	1
REG4	0	1	0	1
RELL2	0	1	0	1
REPS2	0	0	1	0
RETSAT	1	1	0	2
RFC4	0	1	0	1
RFWD3	0	0	1	0
RFX2	0	1	0	1
RFX7	0	0	1	0
RGL3	0	1	0	1
RGMB	0	1	0	1
RGPD4	1	0	0	1
RGS11	0	0	1	0
RGS20	0	1	0	1
RGSL1	0	1	0	1
RHAG	0	1	0	1
RHBDF1	0	1	0	1
RHOBTB2	0	0	1	0
RHOD	0	1	0	1
RHOT2	0	1	1	1
RIC8A	0	0	1	0
RIMBP2	0	0	1	0
RIMS1	0	1	0	1
RIMS2	0	0	1	0
RIMS3	0	1	0	1
RIN3	0	1	0	1
RIOK1	0	1	0	1
RIT1	0	2	0	2
RLBP1	0	0	1	0
RMDN1	0	1	0	1
RNF10	0	1	0	1
RNF115	0	1	0	1
RNF123	0	1	0	1
RNF133	0	1	0	1
RNF14	0	1	0	1
RNF141	0	0	1	0
RNF180	0	0	1	0
RNF183	0	1	0	1
RNF185	0	1	0	1
RNF20	1	0	0	1
RNF207	1	0	0	1
RNF208	0	1	0	1
RNF213	0	0	1	0
RNF214	1	0	0	1
RNF217	0	0	1	0
RNF219	0	1	0	1
RNF220	0	1	0	1
RNF38	0	1	0	1
RNF44	0	1	0	1
RNPEPL1	0	1	0	1
RNPS1	0	0	0	0
ROBO1	0	1	0	1
ROBO2	0	1	0	1
ROCK1	1	0	0	1
ROCK2	0	2	0	2
RORA	0	1	1	1
RP1	0	1	1	1
RP11-455G16.1	0	1	0	1
RP3-508I15.10	0	0	0	0
RPEL1	0	1	0	1
RPH3A	0	0	1	0
RPL10	0	2	0	2
RPL14	0	1	0	1
RPL15	0	1	0	1
RPL29	0	1	0	1
RPL5	2	0	0	2
RPRD2	0	1	0	1
RPS15A	0	0	1	0
RPS24	0	0	0	0
RPS27A	0	0	1	0
RPS5	0	1	0	1
RPS6KA1	0	1	0	1
RPS6KA2	0	1	1	1
RPS6KB2	0	1	0	1
RPS6KC1	0	1	0	1
RPS8	0	0	1	0
RPTN	0	1	0	1
RPTOR	0	1	0	1
RPUSD4	0	1	0	1
RRAD	0	1	0	1
RRAGA	0	1	0	1
RREB1	0	1	0	1
RRM1	0	0	1	0
RRM2	0	0	0	0
RS1	0	1	0	1
RSBN1	0	0	1	0
RSPO1	0	1	0	1
RSPO3	0	1	0	1
RSRC2	0	0	0	0
RTL1	0	1	0	1
RTN2	0	0	1	0
RTN4R	0	0	1	0
RTP4	0	1	0	1
RUFY2	0	1	0	1
RUNX3	0	1	0	1
RUVBL1	1	1	0	2
RUVBL2	0	2	0	2
RXFP3	0	0	1	0
RXRA	0	1	1	1
RYBP	1	1	0	2
RYR1	0	1	1	1
RYR2	0	4	2	4
RYR3	2	4	0	6
S100A10	0	0	1	0
S1PR4	1	0	0	1
SACS	0	0	1	0
SAMD11	2	0	0	2
SAMD8	0	1	0	1
SAP130	1	0	0	1
SAP18	0	1	0	1
SARS	0	0	1	0
SART1	2	0	0	2
SATB1	0	1	0	1
SBF1	0	3	1	3
SBNO1	0	1	0	1
SBNO2	0	1	0	1
SBSPON	0	0	1	0
SCAF11	0	1	1	1
SCAMP1	0	1	0	1
SCAMP2	0	1	0	1
SCAND3	0	1	0	1
SCAP	0	2	1	2
SCAPER	0	0	1	0
SCEL	0	1	0	1
SCN10A	0	2	0	2
SCN1B	0	0	1	0
SCN4B	0	1	0	1
SCN5A	0	1	0	1
SCN8A	0	1	0	1
SCN9A	0	1	0	1
SCNN1D	0	2	0	2
SCRIB	0	0	1	0
SCRN1	0	0	0	0
SCTR	0	1	0	1
SCUBE1	0	0	1	0
SCYL1	0	1	0	1
SDAD1	0	1	0	1
SDC1	0	1	0	1
SDK1	0	2	0	2
SEC13	0	0	1	0
SEC24A	0	0	2	0
SECISBP2	0	0	1	0
SEL1L2	0	1	0	1
SELE	0	0	1	0
SELP	0	0	1	0
SEMA3A	0	1	0	1
SEMA3C	0	2	0	2
SEMA4D	0	0	1	0
SENP5	0	0	1	0
SEPT12	0	0	1	0
SEPT2	0	1	0	1
SEPT3	0	1	0	1
SEPT4	0	1	0	1
SEPT8	0	1	0	1
SEPW1	0	1	0	1
SERAC1	0	2	0	2
SERHL2	1	0	0	1
SERINC1	0	0	1	0
SERINC4	0	1	0	1
SERPINA3	0	1	0	1
SERPINH1	1	0	0	1
SERTAD4	1	0	0	1
SESN1	1	0	0	1
SESN3	0	1	0	1
SESTD1	0	1	0	1
SETBP1	0	1	0	1
SETD1B	0	1	1	1
SETD3	0	1	0	1
SETD5	2	1	0	3
SETD9	1	0	0	1
SETX	0	0	1	0
SEZ6	0	1	0	1
SF1	0	0	1	0
SF3A3	0	1	0	1
SF3B1	1	0	0	1
SF3B3	0	2	0	2
SFPQ	0	0	1	0
SFXN5	0	1	0	1
SGCB	0	0	1	0
SGCZ	0	1	0	1
SGK223	0	1	0	1
SGK3	0	1	0	1
SGSH	0	0	1	0
SGTB	0	1	0	1
SH3BP4	0	1	0	1
SH3TC2	0	0	2	0
SHE	0	0	1	0
SHISA6	0	1	0	1
SHROOM3	0	1	0	1
SI	0	2	0	2
SIDT2	1	0	0	1
SIGLEC5	0	1	0	1
SIPA1L1	1	0	0	1
SIRT1	0	1	0	1
SIRT2	0	1	0	1
SIX3	0	1	0	1
SIX4	0	1	1	1
SKAP2	0	1	0	1
SLAMF6	0	1	0	1
SLC10A7	0	1	0	1
SLC12A5	0	1	1	1
SLC12A6	0	0	0	0
SLC12A9	0	1	0	1
SLC15A2	0	1	0	1
SLC15A3	0	1	0	1
SLC16A12	0	0	1	0
SLC16A13	0	1	1	1
SLC17A4	0	1	0	1
SLC17A5	0	1	0	1
SLC19A1	0	1	0	1
SLC1A2	0	0	1	0
SLC1A5	0	0	1	0
SLC22A1	0	1	0	1
SLC22A10	1	1	0	2
SLC22A13	0	0	0	0
SLC22A4	0	1	0	1
SLC24A4	1	0	0	1
SLC25A12	0	0	1	0
SLC25A23	0	2	0	2
SLC25A25	0	1	0	1
SLC25A53	0	1	0	1
SLC26A2	1	0	0	1
SLC26A6	0	1	0	1
SLC26A8	0	1	0	1
SLC27A1	0	1	0	1
SLC29A1	1	0	0	1
SLC2A1	0	0	1	0
SLC2A4RG	0	1	0	1
SLC2A7	0	0	1	0
SLC30A3	0	1	0	1
SLC30A4	0	1	0	1
SLC30A5	0	1	0	1
SLC32A1	0	1	0	1
SLC35F2	0	0	1	0
SLC36A3	0	1	0	1
SLC36A4	0	0	1	0
SLC38A1	0	1	0	1
SLC38A10	0	1	1	1
SLC38A3	0	0	0	0
SLC38A7	0	0	1	0
SLC38A8	0	0	1	0
SLC39A10	0	1	0	1
SLC39A14	0	0	1	0
SLC43A2	0	1	0	1
SLC44A1	0	1	0	1
SLC44A5	0	1	0	1
SLC45A4	0	1	0	1
SLC47A2	0	2	0	2
SLC4A1	0	1	0	1
SLC4A1AP	0	1	0	1
SLC4A5	0	1	0	1
SLC4A8	0	1	0	1
SLC5A10	0	1	0	1
SLC5A2	1	0	0	1
SLC5A6	0	1	0	1
SLC6A12	0	0	1	0
SLC6A17	0	0	1	0
SLC6A20	0	1	0	1
SLC6A3	0	1	0	1
SLC6A9	0	1	1	1
SLC7A14	0	1	0	1
SLC9A3R2	0	1	0	1
SLCO1B1	0	0	1	0
SLCO1B3	0	0	2	0
SLCO1B7	0	1	0	1
SLCO5A1	0	0	1	0
SLFN12	0	1	0	1
SLFN5	1	0	0	1
SLIT1	1	0	0	1
SLIT3	1	1	0	2
SLITRK3	0	0	1	0
SLX4	0	2	0	2
SMAD2	1	2	0	3
SMAD4	0	2	0	2
SMAD6	1	0	0	1
SMARCA1	0	1	0	1
SMARCA2	1	0	0	1
SMARCC1	0	2	0	2
SMARCD1	0	1	1	1
SMC1B	0	0	0	0
SMC2	0	1	0	1
SMC3	0	2	0	2
SMCHD1	0	3	0	3
SMCO4	0	0	1	0
SMCR8	0	2	0	2
SMG6	0	3	0	3
SMG8	0	1	0	1
SMNDC1	0	1	0	1
SMPD4	0	0	1	0
SMTN	0	1	0	1
SMURF2	1	0	0	1
SNAI1	0	1	0	1
SNAI3	0	1	0	1
SNAPC5	1	0	0	1
SNCAIP	0	0	1	0
SNRNP200	0	1	0	1
SNRNP35	0	1	0	1
SNTB2	0	0	1	0
SNX1	0	0	1	0
SNX11	0	0	1	0
SNX13	0	0	1	0
SNX14	0	1	0	1
SNX18	0	0	1	0
SNX6	0	0	1	0
SNX9	0	1	0	1
SOAT1	0	0	1	0
SOBP	0	1	0	1
SON	0	1	0	1
SORCS1	0	2	0	2
SOS1	0	4	0	4
SOST	0	0	1	0
SOWAHB	1	0	0	1
SP110	0	2	0	2
SPACA3	0	1	0	1
SPAG17	0	0	2	0
SPAG7	0	1	0	1
SPARCL1	0	0	2	0
SPATA2	0	1	0	1
SPATA20	0	1	0	1
SPATA31A2	0	0	1	0
SPATA4	0	1	0	1
SPATA5	0	1	0	1
SPATA9	0	0	1	0
SPATC1L	0	0	1	0
SPECC1L	1	0	0	1
SPEN	1	1	1	2
SPERT	0	0	1	0
SPESP1	0	0	1	0
SPG11	0	0	1	0
SPG7	0	2	0	2
SPIRE1	1	0	0	1
SPO11	0	0	1	0
SPPL2C	0	1	0	1
SPRED2	1	2	0	3
SPRR2A	0	1	0	1
SPRY1	1	0	0	1
SPTA1	0	3	1	3
SPTB	0	0	1	0
SPTBN1	1	0	0	1
SPTBN2	0	1	0	1
SPTBN5	1	2	0	3
SRBD1	0	1	0	1
SRPK3	0	1	0	1
SRPX2	0	1	0	1
SRRM2	1	0	1	1
SRSF4	0	1	0	1
SSBP3	0	1	0	1
SSC5D	0	1	0	1
SSH2	0	2	0	2
SSTR3	0	1	0	1
ST3GAL3	0	0	1	0
ST5	1	0	0	1
ST7	0	0	1	0
ST8SIA3	0	1	0	1
STAB1	0	1	0	1
STAG2	0	1	0	1
STARD3	0	0	1	0
STARD9	0	1	0	1
STAT4	0	1	0	1
STAT5A	0	0	1	0
STEAP3	0	1	0	1
STK11	0	0	1	0
STK19	0	0	1	0
STK32A	0	1	0	1
STK33	0	0	1	0
STK36	0	1	0	1
STK38L	0	1	0	1
STK4	0	1	0	1
STON1-GTF2A1L	0	1	0	1
STRN4	0	1	0	1
STX19	0	0	1	0
STX1A	1	0	0	1
STXBP5	0	1	0	1
STXBP6	0	1	0	1
SUGP2	0	2	0	2
SULT4A1	0	0	1	0
SULT6B1	0	1	0	1
SUPT5H	0	1	0	1
SUPT6H	0	2	0	2
SUSD4	0	1	0	1
SUV420H1	0	2	0	2
SUV420H2	0	1	0	1
SVEP1	1	1	0	2
SYBU	1	0	0	1
SYCP2L	0	1	0	1
SYNE2	0	1	0	1
SYNGAP1	0	0	1	0
SYNGR1	0	0	1	0
SYNM	0	0	1	0
SYNPR	0	1	0	1
SYT13	0	0	1	0
SYT15	0	0	1	0
SYT3	0	0	1	0
SYTL2	0	1	0	1
SYTL3	0	1	0	1
SZRD1	0	0	1	0
TAAR6	0	0	1	0
TAB1	0	1	0	1
TAB2	4	1	0	5
TACC2	0	1	1	1
TAF1	0	4	0	4
TAF1L	0	1	0	1
TAF4	0	1	0	1
TAGLN	0	1	0	1
TAL2	0	0	1	0
TANC1	0	1	0	1
TANC2	1	0	0	1
TAOK1	0	2	0	2
TARBP1	0	1	1	1
TARS2	0	1	0	1
TAS2R14	1	1	0	2
TAX1BP1	0	0	1	0
TBC1D1	0	1	0	1
TBC1D19	1	1	0	2
TBC1D20	1	0	0	1
TBC1D30	0	1	0	1
TBC1D4	0	1	0	1
TBC1D9B	0	0	1	0
TBCD	0	0	1	0
TBL3	0	0	1	0
TBX1	0	1	0	1
TBX18	1	1	0	2
TBX19	0	0	1	0
TBX2	1	0	0	1
TBX5	1	1	0	2
TCAIM	0	1	0	1
TCERG1	0	0	1	0
TCF12	1	1	0	2
TCF7L2	1	0	0	1
TDRD7	0	1	0	1
TDRD9	0	1	0	1
TEAD1	0	0	1	0
TECPR1	0	1	0	1
TECPR2	0	1	0	1
TECTA	2	2	0	4
TEKT2	0	1	0	1
TEKT3	0	1	0	1
TENM1	0	1	0	1
TENM2	0	1	1	1
TENM4	0	2	1	2
TERF2	0	1	0	1
TERT	0	1	0	1
TESK2	0	0	1	0
TESPA1	0	0	1	0
TEX14	0	1	1	1
TEX15	0	2	0	2
TFAP2B	0	1	0	1
TFDP1	0	1	0	1
TFE3	1	0	0	1
TFEB	0	1	0	1
TFIP11	0	1	0	1
TGFBR2	0	1	0	1
TGFBR3	0	1	0	1
TGIF1	0	0	0	0
TGM2	0	1	0	1
TGM6	0	1	0	1
THADA	1	0	0	1
THBS2	0	1	0	1
THOC7	0	0	1	0
THUMPD3	0	1	0	1
TIAM1	0	0	1	0
TIAM2	0	1	0	1
TICRR	0	1	0	1
TIE1	0	1	0	1
TIFAB	0	0	1	0
TIGD7	0	1	0	1
TIMM10	0	1	0	1
TIMM44	0	1	0	1
TIPARP	0	0	1	0
TJP2	1	1	0	2
TJP3	0	1	1	1
TLCD2	0	1	0	1
TLE1	0	1	0	1
TLK1	0	1	0	1
TLK2	1	0	0	1
TLN1	0	2	0	2
TLR9	0	1	0	1
TM2D2	0	1	0	1
TM4SF20	0	1	0	1
TM7SF3	0	1	0	1
TM9SF1	0	1	0	1
TM9SF3	0	1	0	1
TMC2	1	0	0	1
TMC5	0	0	1	0
TMC6	0	1	0	1
TMCO3	0	1	0	1
TMED1	0	1	0	1
TMED10	0	1	0	1
TMED5	0	0	1	0
TMEM125	0	0	1	0
TMEM127	0	1	0	1
TMEM133	0	1	0	1
TMEM135	0	0	1	0
TMEM138	0	1	0	1
TMEM145	0	0	1	0
TMEM161B	0	1	0	1
TMEM175	0	0	1	0
TMEM18	0	0	1	0
TMEM184A	0	1	0	1
TMEM189-UBE2V1	1	0	0	1
TMEM2	0	0	1	0
TMEM200A	0	0	2	0
TMEM214	0	1	0	1
TMEM232	0	1	0	1
TMEM242	0	0	1	0
TMEM245	1	0	0	1
TMEM26	0	1	1	1
TMEM31	0	0	1	0
TMEM38B	0	1	0	1
TMEM43	0	1	0	1
TMEM54	0	1	0	1
TMEM57	0	0	1	0
TMEM63A	0	1	0	1
TMEM67	0	1	0	1
TMEM68	0	0	1	0
TMEM71	0	1	0	1
TMEM81	0	0	1	0
TMEM86B	0	0	1	0
TMEM8A	0	1	0	1
TMF1	1	0	0	1
TMPO	0	0	1	0
TMPRSS2	0	1	0	1
TMPRSS7	1	1	0	2
TMTC2	0	1	0	1
TNFAIP1	0	1	0	1
TNFRSF10B	0	0	1	0
TNFRSF14	0	0	1	0
TNFRSF21	0	1	0	1
TNFRSF25	1	0	0	1
TNK2	0	0	1	0
TNKS	0	1	1	1
TNNI2	0	1	0	1
TNPO3	1	1	0	2
TNR	0	1	0	1
TNRC18	0	2	0	2
TNS1	0	2	0	2
TNS3	0	1	0	1
TNXB	0	1	1	1
TOB2	0	1	0	1
TOE1	0	1	1	1
TOM1	0	1	0	1
TOM1L1	0	1	0	1
TOMM40L	0	1	0	1
TONSL	0	1	0	1
TOP1MT	0	1	0	1
TOP2B	0	1	0	1
TP53	1	0	0	1
TP53INP1	0	1	0	1
TP63	0	1	0	1
TP73	0	1	0	1
TPCN2	1	0	0	1
TPD52L1	0	1	0	1
TPD52L2	0	1	0	1
TPO	0	0	1	0
TPP2	0	1	0	1
TPRA1	0	1	0	1
TPRG1	0	1	0	1
TPSD1	0	0	1	0
TPTE	0	1	0	1
TRA2B	1	0	0	1
TRABD	0	1	0	1
TRAF3	0	1	0	1
TRAF7	0	1	0	1
TRAIP	0	1	1	1
TRAP1	0	0	1	0
TRAPPC10	0	1	0	1
TRAPPC6A	0	0	0	0
TRBC2	0	0	1	0
TRIB2	0	1	0	1
TRIM10	0	1	0	1
TRIM2	0	0	1	0
TRIM25	1	0	0	1
TRIM28	0	1	0	1
TRIM3	0	0	1	0
TRIM37	0	1	0	1
TRIM41	0	1	0	1
TRIM47	0	1	0	1
TRIM5	0	0	1	0
TRIM55	0	0	1	0
TRIM58	0	0	1	0
TRIM6	0	1	0	1
TRIM62	0	1	0	1
TRIM63	0	1	0	1
TRIM65	0	1	0	1
TRIM67	0	1	0	1
TRIML1	0	0	1	0
TRIP12	2	0	0	2
TRIP4	1	0	0	1
TRMT13	0	1	0	1
TRMT44	0	1	0	1
TRPC5	0	1	0	1
TRPM6	1	0	0	1
TRPM8	1	0	0	1
TRPS1	0	1	0	1
TRPV4	0	1	0	1
TRRAP	0	3	0	3
TSC1	1	2	0	3
TSC2	0	0	1	0
TSC22D2	1	0	0	1
TSEN2	1	0	0	1
TSGA13	0	1	0	1
TSHR	0	1	0	1
TSHZ1	0	2	0	2
TSKS	0	0	2	0
TSN	0	1	0	1
TSNAXIP1	0	1	0	1
TSPYL1	0	1	0	1
TSPYL2	0	1	0	1
TSSC4	0	1	0	1
TTC1	0	1	0	1
TTC14	0	1	0	1
TTC17	0	1	0	1
TTC18	0	1	0	1
TTC21B	0	1	1	1
TTC28	0	1	0	1
TTC39A	0	1	0	1
TTC40	0	1	0	1
TTC7A	0	0	1	0
TTI1	0	1	0	1
TTK	0	1	0	1
TTLL1	0	1	0	1
TTLL13	0	1	0	1
TTLL5	0	1	1	1
TTLL6	0	1	0	1
TTLL7	0	1	0	1
TTN	1	7	2	8
TTYH1	0	1	0	1
TUBA1C	0	1	1	1
TUBA3D	0	0	0	0
TUBB6	0	1	0	1
TUBGCP2	0	1	0	1
TUBGCP5	0	0	1	0
TUFM	0	1	0	1
TULP4	0	2	0	2
TWF2	0	1	0	1
TXNIP	0	0	1	0
TYRP1	1	0	0	1
