hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func	fdr_lof	bonferroni_lof
COLGALT2	1	0	0	0	1	1	4.39983154409006e-05	1	1
COPA	1	0	0	0	1	1	8.69829363793597e-05	1	1
COPB2	3	0	1	0	1	9.0470359985785e-06	1.44434616161427e-09	7.59432672167917e-05	0.0229251892203979
COPG1	3	0	0	0	1	1	6.48449240617633e-05	1	1
COPZ2	17	0	0	0	1	1	0	1	1
COQ3	6	0	0	1	0	1	2.15414338243318e-05	1	1
CORIN	4	0	0	0	1	1	7.09450064228065e-05	1	1
CORO2B	15	0	0	0	1	1	4.14674333324885e-05	1	1
COX15	10	0	0	0	1	1	2.7831112335122e-05	1	1
COX18	4	0	1	0	0	2.87803490013363e-06	2.1760244699866e-05	6.07946138686368e-05	0.00729294043693861
COX7A2L	2	0	0	0	1	1	7.99703903438783e-06	1	1
CPA2	7	0	0	0	1	1	2.77820503074178e-05	1	1
CPA3	3	0	0	0	1	1	2.79329755246609e-05	1	1
CPD	17	0	0	0	2	1	3.44119413760858e-09	1	1
CPEB2	4	0	0	0	1	1	3.97891774567644e-05	1	1
CPED1	7	1	0	0	0	9.96361851405774e-06	6.16694022100655e-05	7.86536115720321e-05	0.0252478093146223
CPNE4	3	0	1	0	0	5.36405244590513e-06	3.66353107097253e-05	6.29388270054187e-05	0.0135925088979236
CPOX	3	0	0	0	1	1	2.79881516650828e-05	1	1
CPSF1	8	0	0	0	2	1	7.44345833106493e-09	1	1
CPSF4L	17	0	0	0	1	1	0	1	1
CPSF7	11	0	0	0	1	1	3.72741200005135e-05	1	1
CPT1A	11	0	0	0	1	1	6.7793062727443e-05	1	1
CR1L	1	0	0	0	1	1	3.62863648808057e-05	1	1
CR2	1	0	0	0	1	1	7.18014203344791e-05	1	1
CRAMP1L	16	0	0	0	2	1	2.64296337515776e-09	1	1
CRB1	1	0	0	0	1	1	7.8197269648547e-05	1	1
CRB2	9	0	0	0	1	1	9.24129358214941e-05	1	1
CREB1	2	0	0	0	1	1	2.10037742160085e-05	1	1
CREB5	7	0	0	0	1	1	3.68554422150439e-05	1	1
CREBBP	16	0	2	0	0	2.75932546525756e-10	1.68232954424449e-08	1.69253689882586e-08	6.99213072896265e-07
CREBRF	5	0	0	0	1	1	3.63562714069555e-05	1	1
CRHR1	17	0	0	0	1	1	2.0000424099384e-05	1	1
CRIM1	2	0	0	0	2	1	3.17577907808766e-09	1	1
CRLF3	17	0	0	0	1	1	3.07624847953607e-05	1	1
CRNN	1	0	0	0	1	1	3.02054572573276e-05	1	1
CRTC1	19	0	0	0	1	1	5.04642403073324e-05	1	1
CRYAA	21	0	0	0	1	1	1.83047767792292e-05	1	1
CSK	15	0	0	0	1	1	4.04334115169356e-05	1	1
CSMD3	8	0	1	0	0	3.62550623361939e-05	0.000228449056771931	0.000217187536548263	0.0918703279599153
CSNK2A1	20	0	0	0	1	1	2.88977737566924e-05	1	1
CSNK2A3	11	0	0	0	1	1	0	1	1
CSNK2B	6	0	0	0	1	1	1.59175624750985e-05	1	1
CST4	20	0	0	0	1	1	1.06509740476105e-05	1	1
CSTF2T	10	0	0	1	0	1	4.13225144105274e-05	1	1
CTAGE1	18	0	0	0	1	1	4.22017890615973e-05	1	1
CTBP2	10	1	0	0	0	8.28024438458572e-06	8.91029353728311e-05	7.13667789591262e-05	0.0209821392705402
CTCF	16	0	0	0	3	1	2.62165385734576e-14	1	1
CTCFL	20	0	0	0	1	1	4.88323928080562e-05	1	1
CTDSP1	2	1	0	0	0	2.79057256973152e-06	2.16204101484252e-05	6.07946138686368e-05	0.00707131089169968
CTDSPL2	15	0	0	0	2	1	4.40124549766936e-10	1	1
CTNNA1	5	0	0	0	2	1	2.0932303458481e-09	1	1
CTNNB1	3	1	1	0	0	2.82760564743711e-11	1.38760825627293e-09	2.81483761766637e-09	7.16515271060564e-08
CTNNBIP1	1	0	1	0	0	1.09008383221779e-06	7.76279948955688e-06	4.5794633315139e-05	0.00276227243083987
CTNND1	11	1	0	0	1	7.75981762945211e-06	2.7109914855508e-09	6.99609876125517e-05	0.0196633778730316
CTR9	11	0	1	0	1	1.20961554398954e-05	3.13349494573253e-09	8.73266606401563e-05	0.0306516578846949
CTRB1	16	0	0	0	1	1	2.15353557866799e-05	1	1
CTSK	1	0	0	0	1	1	1.98784167658182e-05	1	1
CTSZ	20	0	1	0	0	2.57186333103219e-06	2.08338003286176e-05	6.07946138686368e-05	0.00651710168083556
CTTNBP2	7	0	0	0	1	1	0.000101303438888897	1	1
CTU2	16	0	0	0	1	1	4.05516695398709e-05	1	1
CUL1	7	0	0	0	1	1	5.38078908420833e-05	1	1
CUL3	2	0	1	0	1	7.45333738398333e-06	1.33935923886034e-09	6.86791161127773e-05	0.0188867569310138
CUL4B	X	0	0	0	1	1	1.17359623064082e-05	1	1
CUX2	12	0	0	0	1	1	0.000114089598534452	1	1
CUZD1	10	0	0	0	1	1	3.57087902399916e-05	1	1
CXorf30	X	0	0	0	1	1	0	1	1
CXorf36	X	0	0	0	1	1	6.15425970557677e-06	1	1
CYFIP1	15	0	0	0	1	1	0.000105270458390566	1	1
CYFIP2	5	0	0	0	1	1	9.39196201647917e-05	1	1
CYP11A1	15	0	0	0	1	1	2.87665615004512e-05	1	1
CYP21A2	6	1	0	0	1	4.17361397669198e-06	5.84097311752715e-10	6.07946138686368e-05	0.0105759378169375
CYP26A1	10	0	0	0	1	1	3.874285870204e-05	1	1
CYP26C1	10	0	0	0	1	1	4.00189050842073e-05	1	1
CYP27C1	2	0	0	0	2	1	4.20143169789221e-10	1	1
CYP2C9	10	0	1	0	0	3.7169870564554e-06	2.91666024521069e-05	6.07946138686368e-05	0.00941884520105799
CYP2J2	1	0	0	0	1	1	3.35425679287399e-05	1	1
CYP2U1	4	0	0	0	1	1	2.72028367744482e-05	1	1
CYP3A4	7	0	0	0	1	1	2.95086508302928e-05	1	1
CYP4F11	19	0	0	0	1	1	4.10761027287576e-05	1	1
DAAM1	14	0	0	0	1	1	7.05067669624575e-05	1	1
DALRD3	3	0	0	0	1	1	2.48933430935148e-05	1	1
DAPK3	19	0	0	0	1	1	4.61478601966541e-05	1	1
DARS	2	0	1	0	0	5.70993496852925e-06	3.40740713241604e-05	6.33407054906252e-05	0.0144689752102531
DAZAP1	19	1	0	0	0	4.37399469781152e-06	3.10500049644854e-05	6.11032225490884e-05	0.0110837025642544
DBF4B	17	0	0	0	1	1	4.12321506780918e-05	1	1
DCAF12L2	X	0	0	0	1	1	9.8466530594069e-06	1	1
DCAF4	14	0	0	0	1	1	4.19075098172673e-05	1	1
DCAF8	1	0	1	0	0	5.79759192574407e-06	4.4138998811312e-05	6.33407054906252e-05	0.0146910979398355
DCHS1	11	0	0	0	2	1	2.6329053176204e-08	1	1
DCHS2	4	0	0	0	2	1	1.50214899609919e-08	1	1
DCLK1	13	0	0	0	1	1	5.60424745762902e-05	1	1
DCXR	17	0	0	0	1	1	1.88577110512402e-05	1	1
DDB1	11	0	0	0	2	1	3.32373766831726e-09	1	1
DDIT3	12	0	0	0	1	1	1.15497848271897e-05	1	1
DDO	6	0	0	0	1	1	2.48676990561949e-05	1	1
DDR2	1	0	0	0	1	1	5.7590279610487e-05	1	1
DDX1	2	0	0	0	1	1	4.23474132237884e-05	1	1
DDX10	11	0	0	0	2	1	1.51446105279867e-09	1	1
DDX19A	16	0	0	0	1	1	3.42274334740088e-05	1	1
DDX23	12	0	0	0	1	1	7.19205567997609e-05	1	1
DDX3X	X	0	1	0	4	1.48065564820936e-06	1.6628886946898e-27	5.36375662452604e-05	0.00375198141256251
DDX51	12	0	0	0	1	1	4.20442721514807e-05	1	1
DDX59	1	0	0	0	1	1	3.59849761088007e-05	1	1
DDX60	4	0	0	0	1	1	0.000101392581697504	1	1
DDX60L	4	1	0	0	1	1.30204587012651e-05	4.26888499236174e-09	9.21615708072786e-05	0.0329938423490058
DEF8	16	0	0	0	1	1	4.02365903859809e-05	1	1
DEFB128	20	0	0	0	1	1	4.74897920316479e-06	1	1
DENND2A	7	0	0	0	1	1	7.42314426611835e-05	1	1
DENND2C	1	0	0	0	2	1	1.62060530054515e-09	1	1
DENND5A	11	0	0	0	1	1	8.49275172374067e-05	1	1
DFFB	1	0	0	0	1	1	2.84558366982787e-05	1	1
DGCR2	22	0	0	0	1	1	4.78749807184591e-05	1	1
DGKA	12	0	0	0	1	1	5.09454657833623e-05	1	1
DGKD	2	0	0	0	1	1	9.45126013161637e-05	1	1
DGUOK	2	0	0	0	2	1	1.94591326548317e-10	1	1
DHDH	19	0	0	0	1	1	3.02020058652514e-05	1	1
DHX32	10	0	0	0	1	1	4.52600270472244e-05	1	1
DHX35	20	0	0	0	1	1	5.17554623012544e-05	1	1
DHX38	16	0	0	0	2	1	5.28113070642152e-09	1	1
DHX58	17	0	0	0	1	1	5.5134422342842e-05	1	1
DHX8	17	0	0	0	1	1	9.00103354000252e-05	1	1
DHX9	1	1	0	0	0	1.3979283879486e-05	8.32373402899406e-05	9.67855337448567e-05	0.0354235053506176
DIAPH3	13	0	0	0	3	1	6.97246107827095e-14	1	1
DIDO1	20	0	0	0	3	1	1.1449500399452e-12	1	1
DIP2C	10	0	0	0	2	1	9.38190057095013e-09	1	1
DISP1	1	0	0	0	1	1	9.44611984072726e-05	1	1
DLC1	8	0	0	0	1	1	0.000109348404959035	1	1
DLD	7	0	0	0	2	1	4.59668635082185e-10	1	1
DLEC1	3	0	0	0	2	1	7.98370454805768e-09	1	1
DLG2	11	0	0	0	1	1	6.2544128045644e-05	1	1
DLGAP5	14	0	0	0	1	1	4.68212673653337e-05	1	1
DLL4	15	0	0	0	1	1	5.94454647932339e-05	1	1
DMBT1	10	0	0	0	1	1	0.000163828149693466	1	1
DMBX1	1	0	0	0	1	1	3.12422069659778e-05	1	1
DMWD	19	0	0	0	1	1	5.11670702341362e-05	1	1
DMXL1	5	0	0	0	2	1	1.54630466924174e-08	1	1
DMXL2	15	0	0	0	2	1	1.55368014266797e-08	1	1
DNAH10	12	0	0	0	2	1	4.55599111910126e-08	1	1
DNAH12	3	0	0	0	2	1	7.05313563665131e-10	1	1
DNAH14	1	0	0	0	1	1	3.37353938091633e-05	1	1
DNAH17	17	0	0	0	4	1	5.6631433952053e-16	1	1
DNAH6	2	0	0	0	2	1	9.40447876675639e-10	1	1
DNAH8	6	0	0	0	1	1	0.000289778465100617	1	1
DNAH9	17	0	0	0	1	1	0.000294070139450562	1	1
DNAJB1	19	1	0	0	0	2.88463146229864e-06	3.12297222030444e-05	6.07946138686368e-05	0.00730965612546476
DNAJB7	22	0	0	0	1	1	1.71121860620478e-05	1	1
DNAJC13	3	1	0	0	1	2.28364105935547e-05	9.26199367234661e-09	0.000142882628256957	0.0578674644440676
DNAJC3	13	1	0	0	0	5.37292349528382e-06	3.18793190872461e-05	6.29388270054187e-05	0.0136149881370492
DNAJC5B	8	0	0	0	1	1	1.37134875315956e-05	1	1
DNER	2	0	0	0	1	1	4.72238176089729e-05	1	1
DNM1L	12	0	1	0	0	7.78237376707766e-06	4.82893180798091e-05	6.99609876125517e-05	0.0197205351257748
DNM3	1	0	0	0	1	1	5.88197912058619e-05	1	1
DNMT3A	2	0	0	0	1	1	7.5694030901892e-05	1	1
DOCK10	2	1	0	0	0	1.63407274048017e-05	0.000126183273745523	0.00010796679773747	0.0414074032437676
DOCK2	5	0	0	0	1	1	0.000126312946325728	1	1
DOCK3	3	0	1	0	0	1.61205159297573e-05	0.00014183925664097	0.000107782024712414	0.040849387366005
DOCK4	7	0	0	0	2	1	8.27855615584616e-09	1	1
DOCK9	13	0	0	0	1	1	0	1	1
DOK4	16	0	0	0	1	1	2.84475759648998e-05	1	1
DOPEY1	6	0	1	0	0	2.31291594282334e-05	0.000141757263661312	0.000144003169511409	0.0586092899911435
DPF2	11	0	0	0	1	1	3.25601482973474e-05	1	1
DPF3	14	0	0	0	1	1	3.11919559982613e-05	1	1
DPH7	9	0	0	0	1	1	2.86417491371531e-05	1	1
DPT	1	0	0	0	1	1	1.50860391032513e-05	1	1
DPY19L1	7	0	0	0	1	1	3.9006299503114e-05	1	1
DPYD	1	0	0	0	1	1	6.48603811653866e-05	1	1
DPYSL5	2	0	0	0	1	1	4.84240243787496e-05	1	1
DROSHA	5	0	0	0	1	1	9.28579790317653e-05	1	1
DSC1	18	0	0	0	1	1	5.26757906791823e-05	1	1
DSCAML1	11	0	0	0	6	1	5.75658892418826e-26	1	1
DSE	6	0	0	0	1	1	5.62631474401363e-05	1	1
DSEL	18	0	0	0	1	1	6.87646174136721e-05	1	1
DSG2	18	0	0	0	1	1	6.60272305935475e-05	1	1
DSP	6	0	0	0	1	1	0.000192985888613827	1	1
DST	6	0	0	0	1	1	0.000298600953724456	1	1
DSTYK	1	0	0	0	1	1	7.12233428837961e-05	1	1
DTD2	14	0	0	0	1	1	1.08185173510306e-05	1	1
DTHD1	4	0	0	0	1	1	0	1	1
DTNA	18	0	0	0	1	1	4.80075904715893e-05	1	1
DTX1	12	0	0	0	1	1	5.20659529901278e-05	1	1
DTX3L	3	0	0	0	1	1	4.4132113167654e-05	1	1
DUS1L	17	0	0	0	1	1	4.29150214409315e-05	1	1
DUS3L	19	0	0	0	1	1	6.71337447775136e-05	1	1
DUSP23	1	0	0	0	1	1	6.15200763521454e-06	1	1
DUSP27	1	0	0	0	1	1	8.01097349646258e-05	1	1
DUSP8	11	0	0	0	1	1	2.99027248741814e-05	1	1
DVL1	1	0	0	0	1	1	6.58527698921953e-05	1	1
DVL2	17	0	0	0	1	1	6.07294722374743e-05	1	1
DVL3	3	0	0	0	1	1	6.73805063633227e-05	1	1
DYNC1LI1	3	0	1	0	0	5.24287065194465e-06	3.42247674837059e-05	6.29388270054187e-05	0.0132854342320277
DYRK1A	21	2	1	0	1	6.22703618150821e-17	3.35523135786769e-19	1.57793096839418e-14	1.57793096839418e-13
DYX1C1	15	0	0	0	1	1	2.6076309301346e-05	1	1
DZIP1	13	0	0	0	1	1	5.97341326055075e-05	1	1
E4F1	16	0	0	0	1	1	6.74833362906547e-05	1	1
EBF2	8	0	0	0	1	1	4.16040806799997e-05	1	1
ECE1	1	0	0	0	1	1	5.61606407845572e-05	1	1
ECE2	3	0	0	0	1	1	7.02387372454435e-05	1	1
ECI1	16	0	0	0	1	1	2.21663510767344e-05	1	1
EDC4	16	0	0	0	1	1	0.000102034057602887	1	1
EDEM1	3	0	0	0	1	1	4.5006950296838e-05	1	1
EDN3	20	0	0	0	1	1	1.68247899484824e-05	1	1
EDNRA	4	0	1	0	0	3.64609258413538e-06	2.78063483648269e-05	6.07946138686368e-05	0.00923919860819906
EEA1	12	0	1	0	0	1.44730006201635e-05	7.63688801528932e-05	9.89557551084611e-05	0.0366745835714942
EEF1A2	20	0	0	0	1	1	3.73876328274253e-05	1	1
EEF2	19	0	0	0	2	1	3.00302923229214e-09	1	1
EEPD1	7	0	0	0	3	1	1.62245139283385e-14	1	1
EFHB	3	0	0	0	1	1	4.90383021062541e-05	1	1
EFHD2	1	0	0	0	1	1	1.80348857117088e-05	1	1
EFNB3	17	0	0	0	1	1	2.65412609277065e-05	1	1
EFR3A	8	1	0	0	1	6.6955217180204e-06	1.32992356766163e-09	6.60515440852618e-05	0.0169664520334637
EGFL7	9	1	0	0	0	2.37737060259288e-06	1.98891968365443e-05	6.07946138686368e-05	0.00602425710697036
EGR1	5	0	0	0	1	1	4.50506183412102e-05	1	1
EHBP1	2	0	0	0	1	1	7.59145002294229e-05	1	1
EHMT1	9	1	0	0	1	1.26816734098912e-05	6.42423661662401e-09	9.00150151839339e-05	0.0321353604206644
EIF2AK4	15	0	0	0	1	1	0.000117180267306255	1	1
EIF3D	22	0	0	0	1	1	4.35715503438023e-05	1	1
EIF3H	8	0	0	0	1	1	2.42292981423917e-05	1	1
EIF4A2	3	1	0	0	0	3.99843157251155e-06	2.6864224079792e-05	6.07946138686368e-05	0.0101320256047443
EIF4G3	1	0	0	0	1	1	9.90015196254867e-05	1	1
EIF5A	17	0	0	0	1	1	1.13755627344931e-05	1	1
EIF5B	2	1	0	0	0	1.21594640146591e-05	7.07942460646268e-05	8.75343233328015e-05	0.0308120818131461
ELAC2	17	0	0	0	2	1	1.88448100008321e-09	1	1
ELFN2	22	0	0	0	2	1	2.97251811950156e-09	1	1
ELL2	5	0	1	0	0	6.1105606023507e-06	4.23856831776038e-05	6.34596744522814e-05	0.0154841605663567
ELMO2	20	0	0	0	2	1	1.36837803751231e-09	1	1
ELN	7	1	1	0	0	2.90035177753085e-11	1.4664295181356e-09	2.81483761766637e-09	7.34949140426318e-08
ELOF1	19	0	0	0	1	1	8.10045848047638e-06	1	1
ELOVL6	4	0	0	0	1	1	1.78316559973537e-05	1	1
ELP2	18	0	0	0	1	1	4.98228938154498e-05	1	1
ELP3	8	0	0	0	1	1	3.88135797755865e-05	1	1
EMC1	1	0	0	0	1	1	7.49205186956974e-05	1	1
EML3	11	0	0	0	1	1	7.29795368427885e-05	1	1
EML5	14	0	0	0	1	1	0.000112194008329352	1	1
EML6	2	0	0	0	2	1	0	1	1
EMR1	19	0	0	0	1	1	5.7560643249928e-05	1	1
ENG	9	0	0	0	1	1	4.70636897191585e-05	1	1
ENKD1	16	0	0	0	1	1	3.0832144298828e-05	1	1
ENPP2	8	0	0	0	1	1	6.21067039115173e-05	1	1
ENPP5	6	0	0	0	1	1	2.80793378934714e-05	1	1
ENTPD3	3	0	0	0	1	1	3.23418608526865e-05	1	1
EP300	22	1	1	0	2	2.80530977705944e-10	2.71979926139702e-17	1.69253689882586e-08	7.10865497506862e-07
EP400	12	0	1	0	1	2.93671572455524e-05	3.04720666128837e-08	0.000178885520337091	0.0744163764602298
EPB41L4A	5	0	1	0	0	8.01363594049778e-06	4.95936507091217e-05	7.10019352210537e-05	0.0203065534732214
EPDR1	7	0	0	0	1	1	1.75477073038407e-05	1	1
EPHA1	7	0	0	0	1	1	7.37805417391486e-05	1	1
EPHA4	2	0	0	0	1	1	7.04498003802557e-05	1	1
EPHA7	6	1	0	0	0	9.38568908839078e-06	6.2291648198104e-05	7.61076252761163e-05	0.0237833361499822
EPN3	17	0	0	0	1	1	5.41985204998196e-05	1	1
EPPK1	8	0	0	0	2	1	2.1134063025556e-08	1	1
EPS8L1	19	0	0	0	1	1	6.35040485999836e-05	1	1
EPS8L2	11	0	0	0	1	1	5.38100672973423e-05	1	1
EPT1	2	0	0	0	1	1	2.18013884981318e-05	1	1
ERBB2	17	0	0	0	1	1	9.66785994819603e-05	1	1
ERBB2IP	5	0	0	0	1	1	7.73162843045955e-05	1	1
ERBB3	12	0	0	0	1	1	9.38588135391975e-05	1	1
ERCC3	2	0	0	0	1	1	5.79543110824942e-05	1	1
ERCC5	13	0	0	0	2	1	2.99561119767226e-09	1	1
ERCC6-PGBD3	10	0	0	0	1	1	0	1	1
ERF	19	0	0	0	1	1	4.93756268720847e-05	1	1
ERI1	8	0	0	0	1	1	1.91099054658241e-05	1	1
ERI2	16	0	0	0	1	1	1.55462353508331e-05	1	1
ERLIN2	8	0	0	0	1	1	2.13123038635784e-05	1	1
ERP29	12	0	0	0	1	1	1.88474368917296e-05	1	1
ERRFI1	1	0	0	0	1	1	2.92204178681803e-05	1	1
ERVMER34-1	4	0	0	0	1	1	0	1	1
ESAM	11	0	0	0	1	1	2.76322575220201e-05	1	1
ESRP2	16	0	0	0	1	1	6.0859208851231e-05	1	1
ETS1	11	1	0	0	0	4.12997694747171e-06	3.24206371956857e-05	6.07946138686368e-05	0.0104653615848933
EVI2B	17	0	1	0	0	3.04517203057989e-06	2.30791614106674e-05	6.07946138686368e-05	0.00771646592548944
EVX1	7	0	0	0	1	1	3.39415357626143e-05	1	1
EXD3	9	0	0	0	1	1	6.40469117814316e-05	1	1
EXOC1	4	0	0	0	1	1	5.35203522344522e-05	1	1
EXOSC4	8	0	0	0	1	1	2.37066676613887e-05	1	1
EXT2	11	0	0	0	1	1	5.22696947988434e-05	1	1
EXTL1	1	0	0	0	1	1	4.72674814677905e-05	1	1
EXTL3	8	0	0	0	1	1	7.64838382277205e-05	1	1
EYA1	8	1	0	0	0	6.32728648048269e-06	3.98109035946789e-05	6.43414699765319e-05	0.0160333439415431
EYS	6	0	0	0	1	1	4.44134237759223e-05	1	1
EZH1	17	0	0	0	1	1	5.03899594914739e-05	1	1
EZR	6	0	0	0	2	1	1.06206687121924e-09	1	1
F2RL2	5	0	0	0	1	1	2.14347940923845e-05	1	1
F2RL3	19	0	0	0	1	1	3.65370370091171e-05	1	1
FABP2	4	0	0	0	1	1	8.46523934547041e-06	1	1
FADS3	11	0	0	0	1	1	2.72186086166436e-05	1	1
FAM101A	12	0	0	0	1	1	1.41105508248156e-05	1	1
FAM110B	8	0	0	0	1	1	3.22204786700576e-05	1	1
FAM124A	13	0	0	0	1	1	4.23513070450827e-05	1	1
FAM124B	2	0	0	0	1	1	1.71418467192597e-05	1	1
FAM134A	2	0	1	0	0	4.1544996502837e-06	2.99559091390881e-05	6.07946138686368e-05	0.0105275021138189
FAM135A	6	0	0	0	3	1	7.13381684498542e-14	1	1
FAM135B	8	0	0	0	1	1	9.10880597560138e-05	1	1
FAM149B1	10	0	0	0	1	1	0	1	1
FAM161A	2	0	0	0	1	1	4.21219174366843e-05	1	1
FAM171B	2	0	0	0	1	1	5.02051882592697e-05	1	1
FAM174B	15	0	0	0	1	1	8.27813726298164e-06	1	1
FAM178A	10	0	0	0	2	1	2.30554352221399e-09	1	1
FAM179B	14	0	0	0	1	1	0.00010933058174481	1	1
FAM188A	10	0	0	0	1	1	2.66448740488487e-05	1	1
FAM194A	3	0	0	0	1	1	4.33788521422062e-05	1	1
FAM196B	5	0	0	0	1	1	0	1	1
FAM200A	7	0	1	0	0	2.80472483582451e-06	7.09849346721828e-06	6.07946138686368e-05	0.00710717273397932
FAM208B	10	0	0	0	1	1	0.000137120453432029	1	1
FAM217B	20	0	0	0	1	1	2.33609865853969e-05	1	1
FAM21C	10	0	0	0	1	1	7.80388182599328e-05	1	1
FAM46A	6	1	0	0	0	3.27599670099172e-06	3.38039590191002e-05	6.07946138686368e-05	0.00830137564031303
FAM65C	20	0	0	0	1	1	7.38439359013067e-05	1	1
FAM71C	12	0	0	0	1	1	1.65845086380157e-05	1	1
FAM72A	1	1	0	0	0	1.20887249838209e-06	8.74137669104247e-06	4.7127429398465e-05	0.00306328291090023
FAM73A	1	0	0	0	1	1	3.86342684785622e-05	1	1
FAM76A	1	0	0	0	1	1	1.7102639410544e-05	1	1
FAM83G	17	0	0	0	1	1	7.2336017503891e-05	1	1
FAM83H	8	0	0	0	1	1	9.67680498817435e-05	1	1
FAM84A	2	1	0	0	0	2.39945709986921e-06	2.92009351983957e-05	6.07946138686368e-05	0.00608022429106858
FAM89A	1	0	0	0	1	1	6.93347719474988e-06	1	1
FAM8A1	6	0	0	0	1	1	3.11275840886e-05	1	1
FAN1	15	0	0	0	1	1	6.90888221611836e-05	1	1
FANCM	14	1	0	0	0	1.83152343017589e-05	0.000125339168211276	0.000118093648144166	0.0464108037206571
FARSB	2	0	0	0	1	1	3.84564877125903e-05	1	1
FAT2	5	0	1	0	0	3.26639003259163e-05	0.000283007052026499	0.000197072198633028	0.0827703234258719
FAT3	11	0	0	0	1	1	0.00029916158440787	1	1
FAT4	4	0	0	0	3	1	5.34642275749448e-12	1	1
FAXC	6	0	0	0	1	1	2.7273169779599e-05	1	1
FBN1	15	0	0	0	3	1	1.41661513939315e-12	1	1
FBN2	5	0	0	0	1	1	0.000206508151297387	1	1
FBN3	19	0	0	0	2	1	2.82970151737289e-08	1	1
FBXO10	9	0	0	0	2	1	2.66465157632784e-09	1	1
FBXO11	2	0	0	0	1	1	5.23198550859743e-05	1	1
FBXO16	8	0	0	0	1	1	1.92552856966454e-05	1	1
FBXO21	12	0	0	0	1	1	4.41695976127578e-05	1	1
FBXO31	16	0	0	0	1	1	4.66812622764592e-05	1	1
FBXO4	5	0	0	0	1	1	1.38890069565267e-05	1	1
FBXO8	4	0	0	0	1	1	1.91924515145929e-05	1	1
FCAR	19	0	1	0	0	2.78475596008524e-06	2.01696217646961e-05	6.07946138686368e-05	0.007056571602856
FCHO1	19	0	0	0	1	1	7.38400697796447e-05	1	1
FCHSD1	5	0	0	0	1	1	5.09274997847261e-05	1	1
FERMT1	20	0	0	0	1	1	4.45036288461187e-05	1	1
FERMT2	14	0	0	0	1	1	4.15799767219e-05	1	1
FEZ1	11	0	1	0	1	8.91324090202985e-07	2.73327376251649e-11	4.03324150816851e-05	0.00225861524457437
FEZ2	2	1	0	0	0	2.53504086274508e-06	1.61318460074768e-05	6.07946138686368e-05	0.00642379354619602
FGF12	3	0	0	0	1	1	1.97478864621571e-05	1	1
FGF14	13	0	0	0	1	1	1.51961311356849e-05	1	1
FGFR2	10	0	0	0	2	1	1.78892657706612e-09	1	1
FGFR3	4	0	0	0	1	1	6.60851745494336e-05	1	1
FGFR4	5	0	0	0	1	1	7.41568710576086e-05	1	1
FHL3	1	0	0	0	1	1	2.39237279690352e-05	1	1
FIG4	6	0	0	0	1	1	5.83193065479556e-05	1	1
FIGF	X	0	0	0	1	1	5.33116359812112e-06	1	1
FIGN	2	1	0	0	0	5.52354943251465e-06	4.92527019833543e-05	6.33407054906252e-05	0.0139966742619921
FILIP1L	3	0	0	0	1	1	6.53996305398349e-05	1	1
FIP1L1	4	0	0	0	1	1	4.39683679977545e-05	1	1
FLG	1	0	0	0	1	1	0.000283518156509683	1	1
FLII	17	0	0	0	2	1	5.70955744616201e-09	1	1
FLNC	7	0	0	0	1	1	0.000234654123215828	1	1
FLOT2	17	0	1	0	0	4.15831162394348e-06	3.66949535076862e-05	6.07946138686368e-05	0.0105371616550728
FLRT3	20	0	0	0	1	1	4.01121499535954e-05	1	1
FLT1	13	0	1	0	0	1.24859404448805e-05	8.69026792271161e-05	8.91249946121896e-05	0.0316393730873273
FLT3	13	0	0	0	1	1	6.11009041490206e-05	1	1
FLT4	5	2	0	0	1	8.15893782015441e-11	3.07891572303902e-13	6.10314137502161e-09	2.06747484362713e-07
FLYWCH1	16	0	0	0	1	1	5.37569317797045e-05	1	1
FMN1	15	0	0	0	2	1	2.44864550294608e-09	1	1
FMNL1	17	0	1	0	0	9.48191334457158e-06	7.25301839113272e-05	7.61076252761163e-05	0.0240271684151444
FN1	2	0	0	1	0	1	0.000172647087150828	1	1
FN3K	17	0	1	0	1	3.17025814240011e-06	2.70102557527041e-10	6.07946138686368e-05	0.00803343413284189
FNDC1	6	0	0	0	1	1	0.000131669565061858	1	1
FNDC3A	13	0	0	0	1	1	7.30512841264241e-05	1	1
FOXA2	20	0	0	0	1	1	3.82148613784674e-05	1	1
FOXC1	6	0	0	0	1	1	2.41625655487418e-05	1	1
FOXD1	5	0	0	0	1	1	0	1	1
FOXI1	5	0	0	0	1	1	2.85779383789216e-05	1	1
FOXK1	7	0	0	0	1	1	5.18851384187449e-05	1	1
FOXK2	17	0	0	0	1	1	5.54291100420011e-05	1	1
FOXM1	12	0	1	0	0	6.95136571030792e-06	5.5290299581447e-05	6.62209049245123e-05	0.0176147607099203
FOXP1	3	1	1	0	1	2.83726845317391e-11	1.89102411486444e-14	2.81483761766637e-09	7.18963826034268e-08
FOXP2	7	0	0	0	1	1	4.6061143063928e-05	1	1
FOXP4	6	0	0	0	1	1	5.13821863566819e-05	1	1
FOXR1	11	0	0	0	1	1	2.16697877548167e-05	1	1
FOXRED1	11	0	0	0	1	1	3.80379956054994e-05	1	1
FRAS1	4	0	0	0	1	1	0.000253257200001129	1	1
FREM2	13	0	0	0	1	1	0.000219651443896305	1	1
FRMD3	9	0	0	0	1	1	3.57063279491877e-05	1	1
FRMD5	15	0	0	0	1	1	3.77363659101638e-05	1	1
