hgnc	chrom	lof_indel	lof_snv	missense_indel	missense_snv	p_lof	p_func	fdr_lof	bonferroni_lof
LPPR3	19	0	0	0	1	1	3.41427684797668e-05	1	1
LRBA	4	0	0	0	1	1	0.000177263170685292	1	1
LRCH1	13	0	0	0	1	1	4.48255557999425e-05	1	1
LRCH4	7	0	0	0	1	1	6.00667873971727e-05	1	1
LRIG2	1	0	0	0	1	1	6.87550850813025e-05	1	1
LRP1	12	0	0	0	2	1	8.54827082589325e-08	1	1
LRP1B	2	0	0	0	3	1	3.94746598025765e-12	1	1
LRP2	2	0	1	0	2	4.57384499583431e-05	5.26409632244888e-12	0.00027270878163398	0.115901232194441
LRP5L	22	0	0	0	1	1	2.15597046609634e-05	1	1
LRP6	12	0	0	0	1	1	0.000109464888930131	1	1
LRPPRC	2	0	0	0	1	1	8.08348259868884e-05	1	1
LRRC15	3	0	0	0	2	1	9.21016613637562e-10	1	1
LRRC32	11	0	0	0	2	1	1.24388652646878e-09	1	1
LRRC37B	17	0	0	0	1	1	5.88179327822804e-05	1	1
LRRC4	7	0	0	0	1	1	4.95165326387754e-05	1	1
LRRC42	1	0	0	0	1	1	2.71435874834345e-05	1	1
LRRC43	12	0	0	0	1	1	5.29976757983402e-05	1	1
LRRC45	17	0	0	0	1	1	4.04771231634475e-05	1	1
LRRC46	17	0	1	0	0	3.15268547688168e-06	2.12497669820948e-05	6.07946138686368e-05	0.00798890499841818
LRRC4C	11	0	0	0	1	1	4.10272415538825e-05	1	1
LRRC66	4	0	0	0	1	1	5.30801819497576e-05	1	1
LRRC7	1	0	0	0	1	1	9.59020464572961e-05	1	1
LRRIQ3	1	0	0	0	1	1	3.28509381800033e-05	1	1
LRRK1	15	0	0	0	1	1	0.000155295422624585	1	1
LRTM2	12	0	0	0	1	1	3.0455188464071e-05	1	1
LTBP1	2	0	0	0	1	1	0.000111339013906366	1	1
LTK	15	0	0	0	1	1	6.11073606819568e-05	1	1
LYN	8	0	0	0	1	1	3.29112915221411e-05	1	1
LYSMD2	15	0	0	0	1	1	6.57573245917945e-06	1	1
LYST	1	0	0	0	1	1	0.000223939877217332	1	1
LZTR1	22	0	0	0	3	1	6.68573997328847e-14	1	1
LZTS1	8	0	0	0	2	1	1.25080766214788e-09	1	1
LZTS2	10	0	0	0	1	1	5.54194292047861e-05	1	1
MACF1	1	0	0	0	1	1	0.000353851711264542	1	1
MAGEA12	X	0	0	0	1	1	4.51751158642786e-06	1	1
MAGEC3	X	0	0	0	1	1	8.48550610265615e-06	1	1
MAGEE1	X	0	0	0	1	1	1.58330030755389e-05	1	1
MAGEF1	3	0	0	0	1	1	2.58501437864336e-05	1	1
MAK16	8	0	0	0	1	1	2.17018205722955e-05	1	1
MALSU1	7	0	0	0	1	1	2.05752422140774e-05	1	1
MAMDC4	9	0	0	0	1	1	8.6210596334292e-05	1	1
MAML2	11	0	0	0	1	1	5.95532982052601e-05	1	1
MAN2A2	15	0	0	0	1	1	9.49815916327061e-05	1	1
MAN2C1	15	0	0	0	1	1	8.00835075818267e-05	1	1
MAP10	1	0	0	0	2	1	2.17423271341276e-09	1	1
MAP1B	5	0	0	0	1	1	0.000153185627248674	1	1
MAP1LC3B	16	0	0	0	1	1	8.23868334296749e-06	1	1
MAP1S	19	1	0	0	0	7.29101476301834e-06	8.31022848281432e-05	6.80545506452848e-05	0.0184754314094885
MAP2	2	1	0	0	3	1.35450003473314e-05	5.21474461737407e-18	9.40357010414736e-05	0.0343230308801379
MAP2K7	19	0	0	0	1	1	3.63402214308061e-05	1	1
MAP3K19	2	0	1	0	0	1.09401051725136e-05	7.55726474052414e-05	8.32499294508994e-05	0.0277222265071495
MAP3K3	17	1	0	0	0	7.17700557525749e-06	5.37667509352316e-05	6.7357526398898e-05	0.0181865321277025
MAP3K7	6	0	0	0	2	1	7.50009104367708e-10	1	1
MAP3K9	14	0	0	0	1	1	8.45590759683853e-05	1	1
MAP4K4	2	0	0	0	1	1	7.70426167909657e-05	1	1
MAP7D1	1	0	0	0	1	1	5.88465203891367e-05	1	1
MAP7D2	X	0	0	0	1	1	1.14927207188565e-05	1	1
MAP9	4	0	0	0	1	1	3.23174461529763e-05	1	1
MAPK15	8	0	0	0	1	1	4.82327379671525e-05	1	1
MAPK8IP3	16	0	0	0	1	1	0.000130351017348549	1	1
MAPRE2	18	0	0	0	1	1	1.89328409014043e-05	1	1
MARCH2	19	0	0	0	1	1	2.27848930271945e-05	1	1
MARCH5	10	0	0	0	1	1	1.67774603956242e-05	1	1
MAST2	1	0	0	0	2	1	8.36608238183731e-09	1	1
MAST3	19	0	0	0	1	1	0.000108665045510726	1	1
MASTL	10	0	0	0	3	1	2.20955512951169e-14	1	1
MATN1	1	0	0	0	1	1	3.87077921952589e-05	1	1
MATN2	8	0	1	0	0	6.90004058068848e-06	6.76465890026616e-05	6.61927014622567e-05	0.0174847028314646
MAVS	20	0	1	0	1	4.08842145684977e-06	7.36440392597464e-10	6.07946138686368e-05	0.0103600599716573
MBOAT2	2	0	0	0	1	1	2.90932758857509e-05	1	1
MCFD2	2	0	1	0	0	1.10239646101953e-06	8.28461865991906e-06	4.5794633315139e-05	0.00279347263222348
MCM6	2	0	0	0	1	1	5.69523040145423e-05	1	1
MDC1	6	0	0	0	1	1	0.00012285298869964	1	1
MDN1	6	0	0	0	1	1	0.000358010020399316	1	1
MEA1	6	0	1	0	0	1.71781394182083e-06	1.23257019733751e-05	5.88235206564051e-05	0.00435294052857398
MECOM	3	0	0	0	1	1	6.36916062279009e-05	1	1
MED12	X	0	1	0	0	4.77693992979628e-06	3.46202578380064e-05	6.17590090923661e-05	0.0121047657821038
MED12L	3	0	0	0	1	1	0.000144874633248096	1	1
MED13	17	0	0	0	1	1	0.000127376864228637	1	1
MED13L	12	2	0	0	2	1.80999879192929e-10	1.78423698669314e-17	1.20807767507e-08	4.58653693874883e-07
MED20	6	0	1	0	0	1.65492148356403e-06	1.50178465567559e-05	5.744617862125e-05	0.00419357103935125
MED24	17	0	0	0	1	1	7.44582276039181e-05	1	1
MEF2BNB	19	0	0	0	1	1	0	1	1
MEGF6	1	0	0	0	1	1	0.000116468846736445	1	1
MEIS2	15	1	1	0	0	8.72592972155915e-12	5.62443448566769e-10	1.16376346918057e-09	2.21115059144309e-08
MEP1B	18	0	0	0	1	1	4.33494393091132e-05	1	1
METTL25	12	0	0	0	1	1	3.73727403945872e-05	1	1
MFSD2A	1	0	0	0	1	1	3.91433620409848e-05	1	1
MFSD8	4	0	0	0	1	1	3.21554138862969e-05	1	1
MGA	15	0	0	0	1	1	0.000175048298718492	1	1
MICALL1	22	0	0	0	1	1	5.19013024058215e-05	1	1
MICALL2	7	0	0	0	1	1	6.28963379003263e-05	1	1
MID1	X	0	1	0	0	1.32446203566516e-06	1.16290573809995e-05	4.95740869702723e-05	0.00335618679837551
MINK1	17	0	0	0	2	1	3.69943329236456e-09	1	1
MKI67	10	1	0	0	1	2.42754784633125e-05	1.95838082458744e-08	0.000150401130625999	0.0615140624260338
MKRN2	3	0	0	0	2	1	4.42858857459068e-10	1	1
MKRN3	15	0	0	0	1	1	3.68641255865572e-05	1	1
MKX	10	0	0	0	1	1	3.0165688949371e-05	1	1
MLANA	9	0	0	0	1	1	7.77450021626529e-06	1	1
MLF1	3	0	0	0	1	1	1.71836446951177e-05	1	1
MLH3	14	0	0	0	1	1	8.50178579403559e-05	1	1
MLK4	1	0	0	0	1	1	0	1	1
MLLT4	6	0	0	0	1	1	0.000119694548833323	1	1
MLXIPL	7	0	0	0	1	1	6.36231772889553e-05	1	1
MMADHC	2	0	0	0	1	1	1.72567853196645e-05	1	1
MMP25	16	0	0	0	1	1	4.50283805242432e-05	1	1
MMP9	20	0	0	0	2	1	1.57787292782022e-09	1	1
MOGAT2	11	1	0	0	0	3.04852783481351e-06	2.59501923405657e-05	6.07946138686368e-05	0.00772496953341743
MON2	12	0	0	0	1	1	9.92143945125172e-05	1	1
MORC3	21	0	0	0	1	1	6.01974351979473e-05	1	1
MORF4L1	15	0	0	0	1	1	2.25247103328842e-05	1	1
MORN4	10	0	1	0	0	1.48170072500719e-06	1.05809961596077e-05	5.36375662452604e-05	0.00375462963716823
MORN5	9	0	0	0	1	1	1.30159451214496e-05	1	1
MOS	8	0	0	0	1	1	3.46067556800995e-05	1	1
MOV10	1	0	0	0	1	1	7.88062250950753e-05	1	1
MPEG1	11	0	0	0	1	1	4.54735925827688e-05	1	1
MPI	15	0	0	0	1	1	2.83357052590051e-05	1	1
MPP4	2	1	0	0	0	5.10604381978056e-06	3.87969441855047e-05	6.28181832348908e-05	0.012938715039324
MPPE1	18	0	0	0	1	1	2.93199093087347e-05	1	1
MPPED2	11	0	0	0	1	1	1.79767922385984e-05	1	1
MPZL3	11	0	0	0	1	1	1.62182430347745e-05	1	1
MR1	1	0	0	0	1	1	2.2728883654674e-05	1	1
MRAS	3	0	0	0	1	1	1.66233752684937e-05	1	1
MREG	2	0	0	0	1	1	1.18365704351153e-05	1	1
MROH1	8	0	0	0	1	1	9.68191778316012e-05	1	1
MROH7	1	0	1	0	1	1.18848951468436e-05	4.23537650866134e-09	8.60466408631477e-05	0.0301163243021017
MRPL1	4	0	0	0	1	1	2.08254965949536e-05	1	1
MRPS27	5	0	0	0	1	1	2.46922137934352e-05	1	1
MRPS31	13	0	0	0	1	1	2.51374629821937e-05	1	1
MSC	8	0	0	0	1	1	2.21092346821212e-05	1	1
MSH5	6	0	1	0	2	9.1272723536376e-06	3.04164387323796e-14	7.6080618895124e-05	0.0231285081441177
MSI1	12	0	0	0	1	1	2.68290478493076e-05	1	1
MSL2	3	0	0	0	1	1	3.71378884235213e-05	1	1
MSL3	X	1	0	0	0	7.95621558432771e-07	6.48103752814942e-06	3.98358460222423e-05	0.00201610502906864
MSLN	16	0	0	0	1	1	5.73921752779591e-05	1	1
MTERFD2	2	0	0	0	1	1	2.39632369840398e-05	1	1
MTHFD1	14	0	0	0	1	1	6.45393440228349e-05	1	1
MTHFSD	16	0	0	0	1	1	2.68021531995391e-05	1	1
MTMR3	22	0	0	0	1	1	8.05965488125213e-05	1	1
MTOR	1	1	0	0	2	2.72220808803393e-05	1.10440121702507e-12	0.000167023614892929	0.0689807529507797
MTPAP	10	0	0	0	1	1	3.95078315447846e-05	1	1
MTRR	5	0	0	0	1	1	4.46081474823418e-05	1	1
MTSS1	8	0	0	0	1	1	5.70497823289845e-05	1	1
MTUS2	13	0	0	0	1	1	8.1879352120016e-05	1	1
MUC12	7	0	0	0	1	1	0	1	1
MUC16	19	0	0	0	3	1	8.36764630438456e-11	1	1
MUC17	7	0	0	0	1	1	0.000262178215404786	1	1
MUC2	11	0	0	0	1	1	0.000213816836827451	1	1
MUC4	3	0	0	0	1	1	0.00016788931888829	1	1
MUM1	19	0	0	0	1	1	4.37161634342969e-05	1	1
MVD	16	0	1	0	0	3.44931674486175e-06	3.45122865034697e-05	6.07946138686368e-05	0.00874056863147967
MVK	12	1	0	0	0	3.70543227439105e-06	2.97155401000676e-05	6.07946138686368e-05	0.00938956538330692
MX1	21	0	1	0	0	5.84639799102363e-06	4.78909832331808e-05	6.33407054906252e-05	0.0148147725092539
MYBPC2	19	0	0	0	1	1	9.46317563607764e-05	1	1
MYBPH	1	0	0	0	1	1	3.63006263179935e-05	1	1
MYCL	1	0	0	0	1	1	2.68446132895941e-05	1	1
MYEF2	15	0	0	0	1	1	3.82594117059196e-05	1	1
MYH11	16	0	1	0	1	1.93404787486352e-05	1.22016219280334e-08	0.000123759528154145	0.0490087731490415
MYH6	14	0	1	0	4	1.74022318775008e-05	8.51659123522058e-22	0.000113360554184028	0.044097255577587
MYH7B	20	1	0	0	1	1.85576031578356e-05	1.41839544320364e-08	0.000119352706603948	0.0470249664019555
MYH8	17	0	0	0	1	1	0.000127909798207559	1	1
MYH9	22	0	0	0	1	1	0.000167298147763359	1	1
MYL2	12	0	0	0	1	1	1.2533350362505e-05	1	1
MYO15A	17	0	0	0	2	1	3.86054780664155e-08	1	1
MYO16	13	0	0	0	2	1	7.63644137164849e-09	1	1
MYO18A	17	0	0	1	0	1	0.000160936647849771	1	1
MYO1C	17	0	0	0	1	1	9.12370580416605e-05	1	1
MYO1G	7	0	0	0	3	1	8.93159926259452e-14	1	1
MYO3B	2	0	0	0	1	1	8.81486231785393e-05	1	1
MYO5A	15	0	0	0	1	1	0.000127851728346717	1	1
MYO7A	11	0	0	0	1	1	0.000145868511368369	1	1
MYO7B	2	0	0	0	3	1	5.90668271890063e-13	1	1
MYO9B	19	0	0	0	1	1	0.000158395254279371	1	1
MYOF	10	0	0	0	1	1	0.000144579770061064	1	1
MYOG	1	0	0	0	1	1	1.88093862518154e-05	1	1
MYOM1	18	0	0	0	2	1	7.50499728397603e-09	1	1
MYOM2	8	0	0	0	1	1	0.000123498035235198	1	1
MYOZ3	5	0	0	0	1	1	2.2591354340698e-05	1	1
MYRF	11	0	0	0	4	1	1.3898109407338e-18	1	1
N4BP1	16	0	0	0	1	1	4.53418314555203e-05	1	1
N4BP2	4	0	0	0	1	1	9.72111715605873e-05	1	1
NAA15	4	1	1	0	0	3.41314058707345e-11	1.23765408041424e-09	3.08889223130148e-09	8.64889824764413e-08
NAA16	13	0	0	0	1	1	5.07094284836533e-05	1	1
NAA20	20	0	0	0	1	1	1.08004438342048e-05	1	1
NAALADL1	11	0	0	0	1	1	5.6346780312058e-05	1	1
NAB1	2	0	0	0	1	1	2.79051901262671e-05	1	1
NADSYN1	11	0	0	0	1	1	5.71349949002156e-05	1	1
NAE1	16	0	0	0	1	1	3.29317321451118e-05	1	1
NAGA	22	0	0	0	1	1	3.15626351105836e-05	1	1
NAGPA	16	0	0	0	1	1	4.33757607975546e-05	1	1
NALCN	13	0	1	0	2	1.795679271202e-05	3.45499070362222e-13	0.000116077838602701	0.0455025127322587
NARG2	15	0	0	0	1	1	5.70489529010187e-05	1	1
NARS	18	0	0	0	1	1	3.94943360011252e-05	1	1
NAT10	11	0	0	0	1	1	7.169996401426e-05	1	1
NAT8L	4	1	0	0	0	1.90783578187628e-06	1.60689634252379e-05	6.07946138686368e-05	0.00483445587127449
NAV3	12	0	0	0	1	1	0.000145392683991394	1	1
NBAS	2	0	0	0	1	1	0.000152259686582569	1	1
NCALD	8	0	0	0	1	1	1.37621711258045e-05	1	1
NCAPD3	11	0	0	0	2	1	5.08192309591314e-09	1	1
NCAPG2	7	0	0	0	1	1	7.56387198130188e-05	1	1
NCAPH2	22	0	0	0	1	1	4.15209985599567e-05	1	1
NCCRP1	19	0	0	0	1	1	1.69464051227094e-05	1	1
NCKAP5	2	0	0	0	1	1	0.000116612828978482	1	1
NCKAP5L	12	0	0	0	1	1	9.23403008095999e-05	1	1
NCOA1	2	0	0	0	1	1	8.65078526460364e-05	1	1
NCOA3	20	0	0	0	1	1	8.75170515997046e-05	1	1
NCOR2	12	0	0	0	1	1	0.000208672339857736	1	1
NDC80	18	0	0	0	1	1	3.77106260934834e-05	1	1
NDRG2	14	0	0	0	1	1	2.70031114764281e-05	1	1
NDST1	5	0	0	0	1	1	7.57165972572813e-05	1	1
NDST2	10	0	0	0	1	1	6.84443891407167e-05	1	1
NDUFB4	3	0	0	0	1	1	1.00739250758331e-05	1	1
NEB	2	0	0	0	2	1	9.03415379102404e-08	1	1
NEBL	10	0	0	0	1	1	6.41314813313292e-05	1	1
NEIL2	8	0	0	0	1	1	2.17401447205907e-05	1	1
NEK1	4	0	0	0	1	1	6.49684410032238e-05	1	1
NEK10	3	0	0	0	1	1	3.7973886374229e-05	1	1
NEMF	14	0	0	0	1	1	6.56243476888443e-05	1	1
NEO1	15	0	0	0	2	1	4.45458495448153e-09	1	1
NEU1	6	0	0	0	1	1	3.48132907750122e-05	1	1
NEURL2	20	0	0	0	1	1	3.16493322249082e-05	1	1
NEURL4	17	0	0	0	1	1	0.000133651023911872	1	1
NF1	17	0	0	0	2	1	1.51801911265441e-08	1	1
NFAT5	16	0	0	0	1	1	8.21128016680143e-05	1	1
NFATC2	20	0	0	0	1	1	8.13189700342994e-05	1	1
NFE2L1	17	0	0	0	1	1	5.56685275935429e-05	1	1
NFE2L2	2	0	0	0	2	1	5.66403006189261e-10	1	1
NFIX	19	1	0	0	0	3.16366865635452e-06	3.79620563873737e-05	6.07946138686368e-05	0.00801673637520236
NFKB2	10	0	0	0	1	1	5.99345153515113e-05	1	1
NFKBIB	19	0	0	0	1	1	3.47936363557194e-05	1	1
NGFR	17	0	0	0	2	1	8.0753473634603e-10	1	1
NHLRC3	13	0	0	0	1	1	2.09493906279888e-05	1	1
NHSL1	6	0	0	0	1	1	0	1	1
NID2	14	0	0	0	1	1	0.00010528711392188	1	1
NIN	14	0	1	0	0	2.03337911105975e-05	0.00013009514513804	0.000129137410211163	0.051525826674254
NISCH	3	0	0	0	1	1	0.000125068477568017	1	1
NIT1	1	0	0	0	1	1	1.58311925646189e-05	1	1
NKD2	5	0	0	0	1	1	3.05562392416958e-05	1	1
NKTR	3	0	0	0	1	1	9.18900571452922e-05	1	1
NKX2-2	20	0	0	0	1	1	2.90973685867365e-05	1	1
NKX6-2	10	0	0	0	1	1	2.49694961607045e-05	1	1
NLGN1	3	0	0	0	1	1	4.92483905999674e-05	1	1
NLN	5	0	0	0	1	1	4.52875816996445e-05	1	1
NLRC3	16	0	0	0	1	1	7.80925982155725e-05	1	1
NLRC5	16	0	0	0	1	1	0.00012363324284022	1	1
NLRP7	19	0	0	0	1	1	7.58447930907258e-05	1	1
NOD1	7	0	1	0	0	7.30498728315606e-06	7.3280489393524e-05	6.80545506452848e-05	0.0185108377755175
NOD2	16	0	0	0	1	1	7.51397938207003e-05	1	1
NOL9	1	1	0	0	0	6.07530956626079e-06	4.336827383127e-05	6.34596744522814e-05	0.0153948344409048
NOMO1	16	0	0	0	2	1	3.84840506786465e-09	1	1
NONO	X	0	1	0	0	1.18220379874089e-06	7.77659792053404e-06	4.68078816563969e-05	0.0029957044260094
NOP2	12	0	1	0	1	7.10550593278605e-06	1.6027576894202e-09	6.69343941772485e-05	0.0180053520336798
NOP58	2	0	0	0	2	1	5.21208038013059e-10	1	1
NOS1	12	0	0	0	1	1	0.00011567199965353	1	1
NOS3	7	0	0	0	1	1	0.000103986731915299	1	1
NOTCH1	9	1	2	0	4	1.40907222361338e-15	5.39477971349198e-30	2.74660693433561e-13	3.5705890146363e-12
NOTCH2	1	0	0	0	4	1	3.16323514674869e-17	1	1
NOVA1	14	1	0	0	0	3.93977399771213e-06	2.83697217857731e-05	6.07946138686368e-05	0.00998338731020254
NOX1	X	0	0	0	1	1	8.23628693937576e-06	1	1
NOX5	15	0	0	0	1	1	5.62832401296401e-05	1	1
NOXA1	9	0	0	0	1	1	2.95801879587776e-05	1	1
NPAS1	19	0	1	0	0	4.1258370985612e-06	4.29090319355316e-05	6.07946138686368e-05	0.0104548712077541
NPC1	18	0	0	0	1	1	9.10196898202483e-05	1	1
NPHP3	3	0	0	0	1	1	8.89615362892345e-05	1	1
NPNT	4	0	0	0	1	1	3.7167612614414e-05	1	1
NPR2	9	0	0	0	1	1	8.41225445366416e-05	1	1
NQO1	16	0	0	0	1	1	1.72848481433775e-05	1	1
NR1D2	3	0	0	0	1	1	3.52680174806409e-05	1	1
NR2F2	15	0	1	0	1	2.94532205557511e-06	6.39972406199689e-10	6.07946138686368e-05	0.00746344608882732
NR6A1	9	0	0	0	2	1	5.14685566913732e-10	1	1
NRAS	1	0	0	0	1	1	1.1787659704987e-05	1	1
NRCAM	7	0	0	0	1	1	7.7451989674608e-05	1	1
NRF1	7	0	0	0	1	1	3.84724462990008e-05	1	1
NRG3	10	0	0	0	1	1	5.13253013513874e-05	1	1
NRROS	3	0	0	0	1	1	5.63229631000228e-05	1	1
NRXN2	11	0	0	0	1	1	0.000127270613913707	1	1
NSD1	5	4	3	0	5	8.36444290832493e-37	1.16024505711768e-54	7.06516610989846e-34	2.11954983296954e-33
NTM	11	1	0	0	0	2.89781680371471e-06	2.67281605364238e-05	6.07946138686368e-05	0.00734306778061308
NTN3	16	0	0	0	1	1	4.09554429186412e-05	1	1
NTRK1	1	0	0	0	1	1	5.9402059767609e-05	1	1
NUB1	7	0	0	0	1	1	3.86329697726414e-05	1	1
NUCB1	19	0	0	0	1	1	3.97797774629647e-05	1	1
NUDCD1	8	0	0	0	1	1	3.63898477276596e-05	1	1
NUDT21	16	0	0	0	1	1	1.53882869232277e-05	1	1
NUDT7	16	0	0	0	1	1	1.01213075501637e-05	1	1
NUF2	1	0	0	0	1	1	2.80028857136669e-05	1	1
NUFIP2	17	0	0	0	1	1	3.93020376351516e-05	1	1
NUP133	1	0	0	0	1	1	7.40275611454945e-05	1	1
NUP210L	1	0	0	0	1	1	0.000116295570618099	1	1
NUP62	19	0	0	0	1	1	3.92631659114557e-05	1	1
NUP85	17	0	0	0	1	1	4.88165009404494e-05	1	1
NWD1	19	0	0	0	1	1	0.000100766391492363	1	1
NXF3	X	0	0	0	1	1	7.80608723280788e-06	1	1
NXPE3	3	1	0	0	0	4.49513430975543e-06	3.63503286241845e-05	6.11032225490884e-05	0.0113906703409202
NYNRIN	14	0	0	0	1	1	0.000125450131993255	1	1
OASL	12	0	0	0	1	1	3.4356272600392e-05	1	1
OBSCN	1	0	0	0	5	1	5.24530573655559e-19	1	1
OBSL1	2	0	0	0	2	1	1.07417536586049e-08	1	1
OCA2	15	0	0	0	1	1	6.60904698571081e-05	1	1
OFD1	X	0	0	0	1	1	1.43115168869425e-05	1	1
OGFRL1	6	0	0	0	1	1	2.58062403422669e-05	1	1
OMA1	1	1	0	0	0	5.02205326168883e-06	3.01272902554816e-05	6.28181832348908e-05	0.0127258829651195
ONECUT2	18	0	1	0	0	3.46532518099981e-06	4.465585756546e-05	6.07946138686368e-05	0.00878113400865351
OPALIN	10	0	0	0	1	1	9.64230997201799e-06	1	1
OPCML	11	0	0	0	1	1	2.54663521068231e-05	1	1
OPRM1	6	0	0	0	1	1	1.98977625925545e-05	1	1
OPTN	10	0	0	0	1	1	3.46618726942054e-05	1	1
OR10H5	19	0	0	0	1	1	2.37412812526709e-05	1	1
OR13D1	9	0	0	0	1	1	1.810422782999e-05	1	1
OR14C36	1	0	0	0	1	1	1.88814311000397e-05	1	1
OR1L3	9	0	0	0	1	1	1.87247550194346e-05	1	1
OR2B2	6	0	0	0	1	1	1.94077134239421e-05	1	1
OR2B6	6	0	0	0	1	1	1.80119336425396e-05	1	1
OR2D2	11	0	0	0	1	1	1.79054121000052e-05	1	1
OR2Z1	19	0	0	0	1	1	2.23152434847542e-05	1	1
OR4B1	11	0	0	0	1	1	1.80002821191807e-05	1	1
OR52I2	11	0	0	0	1	1	2.08435421910007e-05	1	1
OR52N4	11	0	0	0	1	1	1.83493874284317e-05	1	1
OR5M1	11	0	0	0	1	1	1.84219208418506e-05	1	1
OR5T2	11	0	0	0	1	1	1.93878957631614e-05	1	1
OR6C65	12	0	0	0	1	1	1.60517457145711e-05	1	1
OR6C68	12	0	0	0	1	1	1.65115156128985e-05	1	1
OR8B4	11	0	0	0	1	1	1.69165688981716e-05	1	1
OR9K2	12	0	0	0	1	1	1.89259962932758e-05	1	1
ORC5	7	0	0	0	1	1	2.60769435286088e-05	1	1
OSBP	11	0	0	0	2	1	1.28771414743978e-09	1	1
OSBPL10	3	0	0	0	1	1	5.14187222528195e-05	1	1
OSBPL9	1	0	0	0	1	1	4.54185610095247e-05	1	1
OSER1	20	0	0	0	1	1	1.90673691702474e-05	1	1
OSGIN1	16	0	0	0	1	1	4.06911493629296e-05	1	1
OTOA	16	0	0	0	1	1	7.68217660533893e-05	1	1
OTOF	2	0	0	0	1	1	0.000171992964418114	1	1
OTOP2	17	0	1	0	0	5.01487518317161e-06	4.80796123660699e-05	6.28181832348908e-05	0.0127076937141568
OTUD7B	1	0	1	0	1	7.61230660247311e-06	1.61134137736912e-09	6.93869961534779e-05	0.0192895849306669
OVGP1	1	0	0	0	1	1	4.25919854648029e-05	1	1
OVOL1	11	0	0	0	1	1	2.40466323992824e-05	1	1
OXR1	8	0	1	0	0	8.30229677742408e-06	4.41523794603043e-05	7.13667789591262e-05	0.0210380200339926
OXSM	3	0	0	0	1	1	2.56942876746856e-05	1	1
P2RX1	17	0	0	0	1	1	3.24540018439221e-05	1	1
PABPC4L	4	0	0	0	1	1	0	1	1
PACS1	11	0	0	0	3	1	5.42146030450272e-14	1	1
PAF1	19	0	0	0	1	1	4.04515064690574e-05	1	1
PAFAH1B2	11	0	0	0	1	1	1.50390225241094e-05	1	1
PAFAH1B3	19	0	0	0	1	1	1.75777478089944e-05	1	1
PAGE1	X	0	0	0	1	1	2.16800162725773e-06	1	1
PAK3	X	0	0	0	1	1	7.54356231320333e-06	1	1
PAK6	15	0	1	0	0	5.91929598646257e-06	5.43668291813412e-05	6.33407054906252e-05	0.0149994960296961
PAPLN	14	0	0	0	1	1	0.000102686002797428	1	1
PAPPA2	1	0	0	0	1	1	0.000122009094062411	1	1
PAPSS1	4	0	0	0	1	1	4.34546733444074e-05	1	1
PARVB	22	1	0	0	0	3.7219656817307e-06	3.03900102160443e-05	6.07946138686368e-05	0.00943146103750561
PAX4	7	0	0	0	1	1	2.53003496401844e-05	1	1
PBX1	1	0	0	0	1	1	2.86645179833848e-05	1	1
PCBP2	12	1	0	0	0	3.6115354622181e-06	2.66829566575683e-05	6.07946138686368e-05	0.00915163086126067
PCBP3	21	1	0	0	0	3.60044530352079e-06	2.50378007137284e-05	6.07946138686368e-05	0.00912352839912169
PCDH1	5	0	0	0	1	1	9.38831328235556e-05	1	1
PCDH15	10	0	0	0	1	1	0.000109558642880453	1	1
PCDH7	4	0	0	0	1	1	9.826231223175e-05	1	1
PCDHA10	5	0	0	0	1	1	5.79813418565741e-05	1	1
PCDHA12	5	0	1	0	0	6.66876504410971e-06	8.75832865253253e-05	6.60515440852618e-05	0.016898650621774
PCDHA3	5	0	0	0	1	1	8.69601562055032e-05	1	1
PCDHA6	5	0	0	0	1	1	8.84854652049041e-05	1	1
PCDHB1	5	0	0	0	1	1	5.58226198834341e-05	1	1
PCDHGA11	5	0	0	0	1	1	7.78958095072179e-05	1	1
PCDHGA12	5	0	0	0	1	1	8.55653486421291e-05	1	1
PCDHGA2	5	0	0	0	1	1	7.89955776472127e-05	1	1
PCDHGA3	5	0	0	0	1	1	7.82669972316149e-05	1	1
PCDP1	2	0	0	0	1	1	3.70903980101231e-05	1	1
PCLO	7	0	0	0	1	1	0.000290581853904141	1	1
PCM1	8	0	0	0	1	1	0.000109842239356478	1	1
PCNT	21	0	0	0	1	1	0.000259519523718631	1	1
PCNXL2	1	0	1	0	1	1.63524278390948e-05	9.17655865433727e-09	0.00010796679773747	0.0414370521442662
PCOLCE	7	0	0	0	1	1	3.34511421006591e-05	1	1
PCOLCE2	3	0	0	0	1	1	2.99321963362019e-05	1	1
PCSK5	9	0	1	0	1	1.65968912705024e-05	9.06240818956109e-09	0.000109237720725852	0.042056522479453
PDCD1LG2	9	0	0	0	1	1	1.58363517298212e-05	1	1
PDCL	9	0	0	0	1	1	1.94621212571504e-05	1	1
PDE11A	2	0	1	0	1	9.31657297095806e-06	2.03566843184755e-09	7.61076252761163e-05	0.0236081959084077
PDE3B	11	0	0	0	2	1	2.86792880531476e-09	1	1
PDE6B	4	0	1	0	0	8.35702703618712e-06	7.45235938119e-05	7.13667789591262e-05	0.0211767065096982
PDGFRB	5	0	0	0	1	1	9.24074286429842e-05	1	1
PDILT	16	0	1	0	0	5.13155640474443e-06	3.95988038507847e-05	6.28181832348908e-05	0.0130033639296224
PDLIM4	5	0	0	0	1	1	2.76034622359587e-05	1	1
PDS5B	13	0	0	0	1	1	8.76710956667705e-05	1	1
PDZRN4	12	0	0	0	1	1	6.34646513348488e-05	1	1
